Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	82	0.49163	0.7972	1	0.50837	0.2038	0.43505	0.41784	0.82717	0.93773	43	0.42895	0.88412	1	39	0.40559	0.55045	0.78595
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	79	0.49525	0.84416	1	0.50475	0.15684	0.37792	0.46519	0.99301	0.99728	43	0.49999	0.998	1	36	0.42362	0.68731	0.8606
GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	222	0.49951	0.95005	1	0.50049	0.050949	0.18992	0.38831	0.60939	0.84928	112	0.3928	0.82617	1	110	0.38375	0.31169	0.62493
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	95	0.53286	0.98302	1	0.46714	0.017982	0.097278	0.43658	0.94705	0.97951	46	0.48608	0.998	1	49	0.39012	0.41858	0.70133
GO_PROTEIN_ALKYLATION	99	0.38569	0.014985	0.31062	0.61431	0.98601	1	0.38553	0.55345	0.82028	68	0.38628	0.68032	1	31	0.3839	0.3956	0.68322
GO_ATRIOVENTRICULAR_VALVE_MORPHOGENESIS	16	0.54421	0.81219	1	0.45579	0.18881	0.41711	0.40681	0.63936	0.86054	8	0.49524	0.86913	1	8	0.31838	0.22078	0.54127
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	585	0.48328	0.94905	1	0.51672	0.051948	0.19203	0.35605	0.021978	0.28845	303	0.34609	0.12288	0.84004	282	0.36675	0.038961	0.25299
GO_CARDIAC_CONDUCTION	78	0.46182	0.51648	1	0.53818	0.48452	0.72907	0.44186	0.94605	0.97916	44	0.43761	0.93407	1	34	0.44736	0.82617	0.93352
GO_AORTA_MORPHOGENESIS	22	0.50968	0.75325	1	0.49032	0.24775	0.49086	0.34663	0.29271	0.67417	10	0.30258	0.28871	0.95895	12	0.38333	0.42458	0.7055
GO_RESPONSE_TO_ALCOHOL	350	0.54983	1	1	0.45017	0.000999	0.013594	0.33953	0.002997	0.1187	152	0.35433	0.28372	0.95895	198	0.32816	0.001998	0.046393
GO_CELLULAR_HOMEOSTASIS	637	0.52376	1	1	0.47624	0.000999	0.013594	0.36709	0.12388	0.51118	302	0.38262	0.82218	1	335	0.35309	0.003996	0.073233
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	31	0.46483	0.52747	1	0.53517	0.47353	0.71986	0.34356	0.24376	0.6342	16	0.29594	0.16783	0.90919	15	0.39436	0.5015	0.75574
GO_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	106	0.55809	0.997	1	0.44191	0.003996	0.034622	0.36121	0.23676	0.62442	43	0.35584	0.38262	0.99279	63	0.36487	0.2028	0.52689
GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION	44	0.50847	0.82917	1	0.49153	0.17183	0.39453	0.4016	0.65634	0.87016	21	0.39086	0.62537	1	23	0.41141	0.56743	0.79537
GO_PROTEIN_INSERTION_INTO_MEMBRANE	22	0.54281	0.85514	1	0.45719	0.14585	0.36227	0.37314	0.45355	0.77792	11	0.45876	0.83417	1	11	0.28752	0.12787	0.42259
GO_ACTIVATION_OF_MAPK_ACTIVITY	133	0.50993	0.94605	1	0.49007	0.054945	0.19881	0.33176	0.031968	0.32303	67	0.35646	0.35564	0.97933	66	0.30668	0.004995	0.086198
GO_EMBRYONIC_ORGAN_DEVELOPMENT	397	0.45561	0.4036	1	0.54439	0.5974	0.81793	0.35764	0.048951	0.38535	215	0.32517	0.016983	0.52635	181	0.39265	0.38561	0.67718
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	18	0.46047	0.49151	1	0.53953	0.50949	0.7491	0.2271	0.012987	0.23905	10	0.23324	0.095904	0.81172	8	0.21942	0.046953	0.27691
GO_POSITIVE_REGULATION_OF_ORGAN_GROWTH	36	0.61965	0.997	1	0.38035	0.003996	0.034622	0.3319	0.17682	0.56269	12	0.35679	0.43257	1	24	0.31945	0.097902	0.37822
GO_EPOXYGENASE_P450_PATHWAY	18	0.9338	1	1	0.066199	0.000999	0.013594	0.1324	0.000999	0.062416	0	NA	NA	NA	18	0.1324	0.000999	0.030556
GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS	28	0.46695	0.53546	1	0.53305	0.46553	0.71211	0.31147	0.10889	0.49139	15	0.29568	0.16983	0.91014	13	0.32968	0.19481	0.51765
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	13	0.4443	0.42657	1	0.5557	0.57443	0.79829	0.37781	0.48751	0.79508	7	0.31881	0.35265	0.97928	6	0.44664	0.65834	0.84459
GO_AMINO_ACID_IMPORT	15	0.54168	0.83217	1	0.45832	0.16883	0.39048	0.27696	0.076923	0.43916	6	0.2004	0.087912	0.80419	9	0.328	0.23876	0.55644
GO_IMP_BIOSYNTHETIC_PROCESS	11	0.46345	0.49051	1	0.53655	0.51049	0.7491	0.43011	0.70929	0.89923	6	0.41059	0.65634	1	5	0.45354	0.66533	0.84792
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	28	0.40214	0.17582	1	0.59786	0.82517	0.97224	0.38855	0.54645	0.81729	16	0.29372	0.16184	0.89323	12	0.51498	0.87812	0.95947
GO_LYMPHOCYTE_APOPTOTIC_PROCESS	18	0.55195	0.87113	1	0.44805	0.12987	0.33849	0.26735	0.047952	0.38396	8	0.29265	0.23576	0.95731	10	0.24711	0.058941	0.31009
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	99	0.57726	1	1	0.42274	0.000999	0.013594	0.43136	0.93906	0.9774	39	0.47437	0.98501	1	60	0.4034	0.51548	0.76461
GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	90	0.52016	0.95704	1	0.47984	0.043956	0.17332	0.31362	0.017982	0.27318	43	0.32388	0.17483	0.91141	47	0.30423	0.015984	0.16075
GO_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	19	0.4228	0.31269	1	0.5772	0.68831	0.88477	0.39105	0.57343	0.83319	10	0.27482	0.21079	0.95426	9	0.52019	0.87512	0.95903
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	11	0.29587	0.054945	0.6517	0.70413	0.94605	1	0.19151	0.022977	0.29039	8	0.16348	0.023976	0.56223	3	0.26623	0.23776	0.55644
GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS	39	0.55621	0.94805	1	0.44379	0.052947	0.19395	0.35407	0.31269	0.69389	17	0.38803	0.61339	1	22	0.32783	0.14186	0.4415
GO_PROTEIN_HYDROXYLATION	15	0.50357	0.6963	1	0.49643	0.3047	0.55508	0.3736	0.46653	0.78303	7	0.33651	0.42258	1	8	0.40605	0.51349	0.76364
GO_PEPTIDYL_LYSINE_METHYLATION	60	0.37523	0.022977	0.39202	0.62477	0.97802	1	0.35521	0.27473	0.65556	42	0.3612	0.43656	1	18	0.34124	0.22378	0.5433
GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	11	0.42829	0.35764	1	0.57171	0.64336	0.85217	0.27514	0.13487	0.52113	6	0.20408	0.093906	0.80971	5	0.36041	0.43556	0.71203
GO_PROTEIN_TETRAMERIZATION	127	0.47508	0.67632	1	0.52492	0.32468	0.57657	0.33922	0.047952	0.38396	67	0.32651	0.13087	0.84004	60	0.35341	0.11588	0.40436
GO_REGULATION_OF_TISSUE_REMODELING	57	0.43191	0.26174	1	0.56809	0.73926	0.9142	0.34238	0.15584	0.54349	36	0.37157	0.53946	1	21	0.29235	0.048951	0.28231
GO_RESPONSE_TO_ISOQUINOLINE_ALKALOID	27	0.5066	0.75225	1	0.4934	0.24875	0.49196	0.2852	0.04995	0.38535	14	0.32346	0.31069	0.95895	13	0.244	0.037962	0.25091
GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	71	0.52572	0.94805	1	0.47428	0.052947	0.19395	0.39293	0.6014	0.84692	32	0.3836	0.6014	1	39	0.40058	0.51648	0.76558
GO_HISTONE_H3_ACETYLATION	41	0.40437	0.16783	1	0.59563	0.83317	0.97583	0.36463	0.36364	0.73024	26	0.34823	0.3966	0.99558	15	0.39305	0.49251	0.74827
GO_ENDOTHELIAL_TUBE_MORPHOGENESIS	11	0.58752	0.87712	1	0.41248	0.12388	0.32748	0.43831	0.73526	0.90727	5	0.57469	0.92607	1	6	0.32467	0.31369	0.6261
GO_REGULATION_OF_ANION_TRANSPORT	133	0.54937	0.999	1	0.45063	0.001998	0.022784	0.33639	0.04995	0.38535	59	0.36332	0.47353	1	74	0.31492	0.005994	0.093604
GO_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	26	0.5074	0.75025	1	0.4926	0.25075	0.49437	0.23169	0.007992	0.18275	13	0.2465	0.066933	0.75291	13	0.21688	0.024975	0.19744
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	52	0.36935	0.024975	0.40731	0.63065	0.97602	1	0.35865	0.3007	0.68161	33	0.28882	0.068931	0.75409	19	0.47992	0.87313	0.95802
GO_RESPONSE_TO_OSMOTIC_STRESS	62	0.54176	0.96204	1	0.45824	0.038961	0.16107	0.34762	0.22178	0.61144	30	0.41217	0.77323	1	32	0.28711	0.016983	0.1641
GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	36	0.47743	0.62338	1	0.52257	0.37762	0.62999	0.30067	0.054945	0.39632	19	0.29472	0.15684	0.88214	17	0.30732	0.11389	0.40214
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	63	0.38737	0.041958	0.5523	0.61263	0.95904	1	0.36223	0.28671	0.66555	39	0.30294	0.094905	0.81172	24	0.45859	0.81818	0.93042
GO_RUFFLE_ORGANIZATION	20	0.51812	0.76523	1	0.48188	0.23576	0.47582	0.38872	0.53447	0.81334	11	0.47724	0.86513	1	9	0.28053	0.11988	0.41087
GO_DNA_PACKAGING	167	0.274	0.000999	0.053392	0.726	1	1	0.34316	0.063936	0.41832	127	0.27097	0.000999	0.15267	40	0.57238	1	1
GO_MUSCLE_CELL_MIGRATION	18	0.52003	0.78122	1	0.47997	0.21978	0.45601	0.37902	0.48152	0.79376	8	0.34647	0.41259	1	10	0.40506	0.53946	0.78161
GO_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	16	0.43797	0.37063	1	0.56203	0.63037	0.84226	0.30617	0.18382	0.57342	8	0.1821	0.037962	0.6598	8	0.43023	0.60739	0.81655
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	698	0.45365	0.30569	1	0.54635	0.6953	0.88938	0.3665	0.094905	0.47463	394	0.35675	0.22178	0.95731	304	0.37913	0.11988	0.41087
GO_SINGLE_ORGANISM_CATABOLIC_PROCESS	911	0.56877	1	1	0.43123	0.000999	0.013594	0.33105	0.000999	0.062416	380	0.36302	0.35964	0.98148	531	0.30817	0.000999	0.030556
GO_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION	33	0.61238	0.99401	1	0.38762	0.006993	0.051274	0.35602	0.33367	0.70956	10	0.30828	0.31069	0.95895	23	0.37677	0.34266	0.64723
GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	30	0.40204	0.17782	1	0.59796	0.82318	0.97066	0.43999	0.84316	0.94427	21	0.46006	0.92008	1	9	0.39318	0.47752	0.73843
GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	33	0.42428	0.27972	1	0.57572	0.72128	0.90743	0.39363	0.61339	0.85057	19	0.34189	0.35864	0.98057	14	0.46383	0.76723	0.90932
GO_ADAPTATION_OF_SIGNALING_PATHWAY	19	0.50808	0.73526	1	0.49192	0.26573	0.51097	0.38432	0.53147	0.81268	8	0.28806	0.22478	0.95731	11	0.45433	0.71528	0.88021
GO_TRANSCYTOSIS	11	0.65806	0.97602	1	0.34194	0.024975	0.12082	0.27178	0.12488	0.51244	3	0.24447	0.27972	0.95895	8	0.28202	0.12687	0.42148
GO_EPITHELIAL_CELL_MATURATION	13	0.40533	0.26773	1	0.59467	0.73327	0.91329	0.47213	0.83317	0.94061	8	0.41726	0.66034	1	5	0.55991	0.87413	0.95864
GO_NEGATIVE_REGULATION_OF_GENE_SILENCING	18	0.47744	0.58741	1	0.52256	0.41359	0.66329	0.42841	0.73027	0.9064	8	0.30619	0.27872	0.95895	10	0.52618	0.9031	0.96909
GO_REGULATION_OF_CELL_DEVELOPMENT	789	0.47808	0.93007	1	0.52192	0.070929	0.2329	0.36492	0.048951	0.38535	416	0.35616	0.22378	0.95731	373	0.37469	0.050949	0.28785
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	136	0.47689	0.72128	1	0.52311	0.27972	0.5269	0.38299	0.5005	0.79979	74	0.39055	0.73526	1	62	0.37397	0.24975	0.5657
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	90	0.48119	0.6993	1	0.51881	0.3017	0.55303	0.40768	0.77223	0.91938	46	0.38376	0.61439	1	44	0.43268	0.75125	0.90048
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION	29	0.49743	0.71229	1	0.50257	0.28871	0.53654	0.38547	0.54945	0.81736	14	0.35819	0.47752	1	15	0.41093	0.57343	0.79987
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	364	0.41905	0.014985	0.31062	0.58095	0.98601	1	0.35572	0.048951	0.38535	214	0.31436	0.002997	0.25062	150	0.41472	0.74026	0.89603
GO_SNRNA_METABOLIC_PROCESS	74	0.40487	0.082917	0.8031	0.59513	0.91808	1	0.38293	0.53247	0.81281	47	0.36444	0.46853	1	27	0.41512	0.62537	0.82595
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	573	0.48577	0.96404	1	0.51423	0.036963	0.15542	0.37192	0.1968	0.58553	298	0.36879	0.52947	1	275	0.37532	0.093906	0.37218
GO_PEPTIDYL_LYSINE_DIMETHYLATION	11	0.50329	0.64336	1	0.49671	0.35764	0.61019	0.47885	0.85914	0.95017	7	0.59569	0.97602	1	4	0.27438	0.22378	0.5433
GO_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX	13	0.59276	0.93207	1	0.40724	0.068931	0.22853	0.31375	0.2028	0.59068	6	0.45754	0.76224	1	7	0.1905	0.024975	0.19744
GO_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY	41	0.41574	0.22378	1	0.58426	0.77722	0.9415	0.40616	0.70629	0.89723	27	0.42117	0.80519	1	14	0.37721	0.39061	0.67962
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_GOLGI	19	0.67006	0.99301	1	0.32994	0.007992	0.056453	0.27683	0.073926	0.43378	6	0.39352	0.60939	1	13	0.22298	0.024975	0.19744
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	26	0.39242	0.16384	1	0.60758	0.83716	0.97779	0.29973	0.0999	0.47754	17	0.29997	0.18881	0.92502	9	0.29927	0.16883	0.48029
GO_LIMBIC_SYSTEM_DEVELOPMENT	96	0.44357	0.3037	1	0.55643	0.6973	0.89091	0.38458	0.50749	0.80401	54	0.35369	0.35265	0.97928	41	0.41026	0.5994	0.81245
GO_NEGATIVE_REGULATION_OF_CELL_KILLING	18	0.36608	0.12188	0.98659	0.63392	0.87912	1	0.53502	0.98302	0.99129	12	0.45038	0.81019	1	6	0.7043	0.99101	1
GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	15	0.53852	0.82018	1	0.46148	0.18082	0.40613	0.34817	0.33067	0.70794	6	0.28152	0.26374	0.95895	9	0.39261	0.47652	0.73791
GO_REGULATION_OF_CELLULAR_PH	73	0.43255	0.24276	1	0.56745	0.75824	0.92762	0.34432	0.15385	0.53992	42	0.31295	0.11888	0.83803	31	0.38683	0.42258	0.7043
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	78	0.55722	0.99201	1	0.44278	0.008991	0.061266	0.36436	0.28671	0.66555	35	0.41922	0.82917	1	43	0.31969	0.035964	0.24277
GO_AXIS_ELONGATION	27	0.54092	0.89211	1	0.45908	0.10889	0.30228	0.35536	0.30569	0.68522	12	0.36685	0.48651	1	15	0.34617	0.26074	0.57531
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	444	0.41609	0.004995	0.16174	0.58391	0.996	1	0.36427	0.12388	0.51118	264	0.32429	0.00999	0.41379	180	0.4229	0.85914	0.95083
GO_CATABOLIC_PROCESS	1674	0.51013	1	1	0.48987	0.000999	0.013594	0.33851	0.000999	0.062416	819	0.34467	0.012987	0.47569	855	0.33261	0.000999	0.030556
GO_T_CELL_DIFFERENTIATION	121	0.46622	0.55245	1	0.53378	0.44855	0.69475	0.3981	0.72727	0.90496	65	0.37688	0.61838	1	56	0.42272	0.71528	0.88021
GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY	84	0.45289	0.42557	1	0.54711	0.57542	0.79893	0.36832	0.35564	0.72702	50	0.39024	0.7023	1	34	0.33609	0.13986	0.4415
GO_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING	10	0.63382	0.94905	1	0.36618	0.051948	0.19203	0.44287	0.72028	0.90233	4	0.63813	0.94505	1	6	0.31269	0.27772	0.59103
GO_RESPONSE_TO_MISFOLDED_PROTEIN	14	0.64603	0.97502	1	0.35397	0.025974	0.12363	0.32374	0.23676	0.62442	6	0.55176	0.92308	1	8	0.15273	0.006993	0.10037
GO_TRANSMEMBRANE_TRANSPORT	1031	0.47631	0.95405	1	0.52369	0.046953	0.17971	0.35807	0.007992	0.18275	559	0.36433	0.3986	0.99583	472	0.35065	0.001998	0.046393
GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	206	0.37463	0.000999	0.053392	0.62537	1	1	0.39559	0.74525	0.91199	135	0.34755	0.22877	0.95731	71	0.48692	0.99201	1
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	163	0.52846	0.99201	1	0.47154	0.008991	0.061266	0.3548	0.12188	0.50957	73	0.34322	0.24076	0.95895	90	0.36419	0.14186	0.4415
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	648	0.4505	0.22977	1	0.5495	0.77123	0.93731	0.36682	0.1029	0.48149	361	0.34287	0.065934	0.74737	287	0.39695	0.47253	0.73584
GO_DEFENSE_RESPONSE_TO_FUNGUS	35	0.47756	0.64136	1	0.52244	0.35964	0.61219	0.46579	0.94905	0.98033	19	0.46664	0.90809	1	16	0.46479	0.8032	0.92356
GO_RIBONUCLEOSIDE_CATABOLIC_PROCESS	25	0.50163	0.71628	1	0.49837	0.28472	0.53269	0.3844	0.53047	0.81268	12	0.36214	0.45854	1	13	0.40494	0.51948	0.76797
GO_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	19	0.57719	0.93506	1	0.42281	0.065934	0.22208	0.41137	0.68132	0.88269	10	0.58747	0.98901	1	9	0.21571	0.03996	0.2561
GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	59	0.53459	0.94505	1	0.46541	0.055944	0.20078	0.35979	0.28272	0.66286	30	0.43847	0.89011	1	29	0.27839	0.017982	0.16754
GO_REGULATION_OF_FILOPODIUM_ASSEMBLY	34	0.49701	0.74326	1	0.50299	0.25774	0.50323	0.34955	0.2967	0.6767	18	0.38003	0.58242	1	16	0.31526	0.14086	0.4415
GO_REGULATION_OF_CELL_PROJECTION_SIZE	12	0.53988	0.7982	1	0.46012	0.2028	0.43355	0.3673	0.45155	0.77792	6	0.44706	0.74925	1	6	0.28754	0.23077	0.54995
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	30	0.2639	0.002997	0.1187	0.7361	0.998	1	0.37531	0.46054	0.77975	25	0.34187	0.34865	0.97861	5	0.54253	0.85115	0.94869
GO_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	12	0.54969	0.82817	1	0.45031	0.17283	0.39559	0.37886	0.5035	0.80198	5	0.3739	0.54545	1	7	0.38241	0.43856	0.71304
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	21	0.6339	0.99201	1	0.3661	0.008991	0.061266	0.34574	0.29471	0.67492	7	0.42031	0.71229	1	14	0.30846	0.12388	0.41715
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	65	0.37255	0.015984	0.32084	0.62745	0.98501	1	0.36119	0.2997	0.68038	41	0.29158	0.052947	0.70258	24	0.48012	0.89411	0.96504
GO_MYELOID_DENDRITIC_CELL_ACTIVATION	25	0.34841	0.050949	0.61751	0.65159	0.95005	1	0.37154	0.43556	0.76948	17	0.31497	0.25674	0.95895	8	0.49176	0.78521	0.91788
GO_MESONEPHROS_DEVELOPMENT	90	0.55209	0.997	1	0.44791	0.003996	0.034622	0.30074	0.003996	0.13849	40	0.33053	0.22478	0.95731	50	0.27691	0.000999	0.030556
GO_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	61	0.52361	0.93207	1	0.47639	0.068931	0.22853	0.40889	0.73427	0.90727	27	0.3856	0.6034	1	34	0.42738	0.72827	0.88757
GO_MESODERMAL_CELL_FATE_COMMITMENT	13	0.46776	0.52348	1	0.53224	0.47752	0.72321	0.28295	0.12488	0.51244	7	0.27429	0.21379	0.95611	6	0.29305	0.23876	0.55644
GO_REGULATION_OF_DENDRITE_DEVELOPMENT	116	0.50374	0.91009	1	0.49626	0.090909	0.27452	0.37351	0.4036	0.75538	58	0.38099	0.63636	1	58	0.36604	0.21479	0.53885
GO_RESPONSE_TO_LIGHT_STIMULUS	263	0.48882	0.92807	1	0.51118	0.072927	0.23735	0.36948	0.25574	0.64496	131	0.34463	0.1968	0.93114	132	0.39413	0.44955	0.72003
GO_UTP_METABOLIC_PROCESS	10	0.4009	0.32567	1	0.5991	0.67532	0.87492	0.35358	0.3986	0.75371	6	0.29615	0.30669	0.95895	4	0.43972	0.5954	0.81075
GO_REGULATION_OF_AXONOGENESIS	165	0.48182	0.80519	1	0.51818	0.1958	0.42557	0.3937	0.67333	0.87901	85	0.37624	0.5964	1	80	0.41226	0.63037	0.82893
GO_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	16	0.29535	0.022977	0.39202	0.70465	0.97802	1	0.3598	0.42757	0.76721	11	0.23672	0.086913	0.8025	5	0.63058	0.95005	0.98653
GO_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	25	0.39904	0.17183	1	0.60096	0.82917	0.97384	0.38931	0.56244	0.82725	15	0.32283	0.27872	0.95895	10	0.48904	0.83616	0.93907
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	34	0.63958	0.998	1	0.36042	0.002997	0.029348	0.42451	0.80519	0.93333	13	0.61248	0.999	1	21	0.30814	0.084915	0.35969
GO_REGULATION_OF_NEUTROPHIL_MIGRATION	30	0.55564	0.94206	1	0.44436	0.058941	0.20669	0.39855	0.61838	0.85297	13	0.43441	0.77622	1	17	0.37112	0.35964	0.66155
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	78	0.56733	0.999	1	0.43267	0.001998	0.022784	0.36014	0.24575	0.63491	38	0.48151	0.98801	1	40	0.24483	0.000999	0.030556
GO_PENTOSE_METABOLIC_PROCESS	12	0.32125	0.07992	0.78783	0.67875	0.92108	1	0.26095	0.088911	0.46621	9	0.26897	0.16883	0.90919	3	0.23688	0.1978	0.52311
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	352	0.46491	0.5954	1	0.53509	0.40559	0.65761	0.37765	0.41758	0.7623	191	0.36186	0.3966	0.99558	161	0.39639	0.44755	0.7176
GO_PHAGOCYTOSIS	157	0.45068	0.39161	1	0.54932	0.60939	0.82441	0.37615	0.41259	0.75881	88	0.3555	0.36563	0.9842	69	0.40249	0.53546	0.77862
GO_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS	20	0.54355	0.84815	1	0.45645	0.15285	0.37214	0.30195	0.12288	0.51118	9	0.32118	0.33566	0.97297	11	0.28623	0.12288	0.41568
GO_ALKALOID_METABOLIC_PROCESS	11	0.7198	0.99201	1	0.2802	0.008991	0.061266	0.35478	0.38162	0.74086	4	0.71727	0.98002	1	7	0.14764	0.008991	0.11558
GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	11	0.55563	0.80619	1	0.44437	0.19481	0.42444	0.43289	0.71728	0.90136	5	0.49857	0.83417	1	6	0.37815	0.47153	0.73584
GO_CENTROMERE_COMPLEX_ASSEMBLY	40	0.17606	0.000999	0.053392	0.82394	1	1	0.21631	0.000999	0.062416	34	0.1579	0.000999	0.15267	6	0.5473	0.87313	0.95802
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	18	0.42375	0.29071	1	0.57625	0.71029	0.89921	0.40993	0.64835	0.86525	12	0.44307	0.79421	1	6	0.34365	0.36064	0.66166
GO_RRNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX_EXPORT_FROM_NUCLEUS	11	0.35101	0.14286	1	0.64899	0.85814	0.98927	0.2029	0.028971	0.31042	7	0.13958	0.021978	0.55345	4	0.31372	0.3027	0.61637
GO_MITOTIC_SISTER_CHROMATID_COHESION	12	0.39216	0.25674	1	0.60784	0.74426	0.91632	0.42121	0.66933	0.87689	7	0.31902	0.35564	0.97933	5	0.56427	0.88112	0.95967
GO_KINETOCHORE_ORGANIZATION	10	0.22089	0.010989	0.27386	0.77911	0.99001	1	0.21009	0.038961	0.35272	8	0.15742	0.018981	0.54626	2	0.42079	0.52847	0.77403
GO_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	13	0.61738	0.95704	1	0.38262	0.043956	0.17332	0.21509	0.02997	0.31208	4	0.106	0.045954	0.69831	9	0.26358	0.091908	0.37157
GO_GLUCOSE_CATABOLIC_PROCESS	26	0.45155	0.45255	1	0.54845	0.54845	0.78179	0.31163	0.13586	0.52181	16	0.36197	0.47552	1	10	0.23109	0.03996	0.2561
GO_REGULATION_OF_MYOBLAST_PROLIFERATION	9	0.46371	0.5015	1	0.53629	0.4995	0.74131	0.59243	0.98002	0.99129	6	0.63989	0.98701	1	3	0.4975	0.7013	0.87025
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	17	0.48501	0.61538	1	0.51499	0.38561	0.63923	0.22625	0.012987	0.23905	9	0.24093	0.096903	0.81172	8	0.20974	0.036963	0.248
GO_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	14	0.50015	0.67632	1	0.49985	0.32468	0.57657	0.29605	0.14386	0.52652	8	0.3843	0.53746	1	6	0.17839	0.038961	0.25299
